Question,Answer,Type
395 - 378 = ?,17,減法
在○裡填上 >、< 或 =：1/3 ? 1/3,=,分數比較
715 - 148 = ?,567,減法
有136個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,45...1,分組
貼紙每張41元，小美有22元，最多可買幾張？還剩幾元？,0...22,除法
13:40 出發，經過20分鐘後到達，到達時間是？,14:00,時間計算
2小時5分鐘 = 多少分鐘？,125,單位轉換
454 + 430 - 738 = ?,146,混合運算
甲地到乙地120公里，去程用了4小時，回程用了5小時，回程平均速率是多少km/h？,24,速率
在 87416 中，數字「1」表示的數值是？,10,位值
在 65795 中，數字「9」表示的數值是？,90,位值
(32 + 94) × 4 = ?,504,混合運算
728 - 108 = ?,620,減法
電影從17:30開始，到18:30結束，放映了多少分鐘？,60,時間長短
904 - 808 = ?,96,減法
父親今年36歲，兒子今年8歲，多少年前父親的年齡是兒子的5倍？,1,年齡
電影從19:14開始，到19:59結束，放映了多少分鐘？,45,時間長短
一個長方形花圃，長10米，寬4米，圍欄長多少米？,28,周長計算
除數是5，商是11，餘數是3，被除數是多少？,58,除法
317 - 264 = ?,53,減法
電影從08:55開始，到09:10結束，放映了多少分鐘？,15,時間長短
一個長方形花圃，長9米，寬15米，圍欄長多少米？,48,周長計算
家中有果89個。媽媽吃了8個後，小文吃了餘下的1/3，現在還剩下多少個果？,54,四則應用
在 52802 中，數字「2」表示的數值是？,2,位值
父親今年51歲，兒子今年11歲，多少年前父親的年齡是兒子的5倍？,1,年齡
有87個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,14...3,分組
主食有3種，飲品有3種，各選一種共有多少種搭配？,9,組合
(30 + 24) × 5 = ?,270,混合運算
一個長方形花圃，長7米，寬6米，圍欄長多少米？,26,周長計算
每件163元，買3件共需付多少元？,489元,金錢
39 × 34 + 123 = ?,1449,混合運算
每件123元，買7件共需付多少元？,861元,金錢
89 × 14 = ?,1246,乘法
甲地到乙地180公里，去程用了5小時，回程用了4小時，回程平均速率是多少km/h？,45,速率
把71個蘋果平均分給3個小朋友，每人得幾個？餘幾個？,23...2,除法
(74 + 15) × 2 = ?,178,混合運算
電影從01:36開始，到04:06結束，放映了多少分鐘？,150,時間長短
5米51厘米 = 多少厘米？,551,單位轉換
4的2倍是多少？,8,倍數
354 + 210 = ?,564,加法
202 + 177 = ?,379,加法
一個電器首期付196元，之後每期付28元，共10期，總售價多少元？,476元,金錢
家中有果76個。媽媽吃了7個後，小文吃了餘下的2/3，現在還剩下多少個果？,23,四則應用
一個長方形花圃，長8米，寬7米，圍欄長多少米？,30,周長計算
電影從03:06開始，到03:51結束，放映了多少分鐘？,45,時間長短
一個梯形有多少組平行線？,1,幾何
在 4183 中，數字「8」表示的數值是？,80,位值
有85個蘋果，每5個裝一袋，可以裝多少袋？,17,分組
家中有果100個。媽媽吃了5個後，小文吃了餘下的1/5，現在還剩下多少個果？,76,四則應用
02:50 出發，經過120分鐘後到達，到達時間是？,04:50,時間計算
12:36 出發，經過15分鐘後到達，到達時間是？,12:51,時間計算
(30 + 46) × 8 = ?,608,混合運算
每件136元，買4件共需付多少元？,544元,金錢
06:29 出發，經過30分鐘後到達，到達時間是？,06:59,時間計算
父親今年21歲，兒子今年9歲，多少年前父親的年齡是兒子的5倍？,6,年齡
父親今年16歲，兒子今年7歲，多少年前父親的年齡是兒子的4倍？,4,年齡
10升955毫升 = 多少毫升？,10955,單位轉換
400 + 461 - 103 = ?,758,混合運算
34 × 18 = ?,612,乘法
幾個人合買一份508元的禮物，每人平均要付多少元？還剩多少元？,169...1,四則應用
鉛筆每枝11元，買9枝，共要付多少元？,99,乘法
18公里779米 = 多少米？,18779,單位轉換
268 + 184 = ?,452,加法
鉛筆每枝11元，買5枝，共要付多少元？,55,乘法
7公里254米 = 多少米？,7254,單位轉換
一個長方形花圃，長8米，寬12米，圍欄長多少米？,40,周長計算
一個電器首期付97元，之後每期付41元，共8期，總售價多少元？,425元,金錢
28的10倍是多少？,280,倍數
貨倉原有飲料610支，上午賣出114支，下午運來803支，現在共有多少支？,1299,四則應用
在 3796 中，數字「9」表示的數值是？,90,位值
944 - 109 = ?,835,減法
10:24 出發，經過20分鐘後到達，到達時間是？,10:44,時間計算
308 + 397 = ?,705,加法
(60 + 16) × 9 = ?,684,混合運算
貼紙每張8元，小美有16元，最多可買幾張？,2,除法
主食有4種，飲品有4種，各選一種共有多少種搭配？,16,組合
一個梯形有多少組平行線？,1,幾何
除數是3，商是7，餘數是2，被除數是多少？,23,除法
有89個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,17...4,分組
19:15 出發，經過90分鐘後到達，到達時間是？,20:45,時間計算
一個長方形花圃，長12米，寬15米，圍欄長多少米？,54,周長計算
有107個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,17...5,分組
除數是10，商是29，餘數是5，被除數是多少？,295,除法
27的4倍是多少？,108,倍數
主食有2種，飲品有3種，各選一種共有多少種搭配？,6,組合
李叔叔每天做22個零件，11天可以做多少個零件？,242,四則應用
2米43厘米 = 多少厘米？,243,單位轉換
貨倉原有飲料1149支，上午賣出895支，下午運來298支，現在共有多少支？,552,四則應用
每件229元，買8件共需付多少元？,1832元,金錢
有99個蘋果，每9個裝一袋，可以裝多少袋？,11,分組
22:21 出發，經過15分鐘後到達，到達時間是？,22:36,時間計算
一個電器首期付253元，之後每期付27元，共5期，總售價多少元？,388元,金錢
(60 + 76) × 5 = ?,680,混合運算
15小時15分鐘 = 多少分鐘？,915,單位轉換
172 + 494 = ?,666,加法
36 × 16 + 269 = ?,845,混合運算
13和2的最小公倍數是多少？,26,數論
每件16元，買1件共需付多少元？,16元,金錢
電影從06:37開始，到06:52結束，放映了多少分鐘？,15,時間長短
一個長方形花圃，長11米，寬6米，圍欄長多少米？,34,周長計算
一個長方形花圃，長18米，寬15米，圍欄長多少米？,66,周長計算
10米70厘米 = 多少厘米？,1070,單位轉換
41的3倍是多少？,123,倍數
一個長方形花圃，長17米，寬13米，圍欄長多少米？,60,周長計算
鉛筆每枝7元，買3枝，共要付多少元？,21,乘法
18和18的最小公倍數是多少？,18,數論
電影從02:09開始，到04:39結束，放映了多少分鐘？,150,時間長短
主食有3種，飲品有3種，各選一種共有多少種搭配？,9,組合
甲地到乙地60公里，去程用了3小時，回程用了6小時，回程平均速率是多少km/h？,10,速率
02:13 出發，經過30分鐘後到達，到達時間是？,02:43,時間計算
在 15232 中，數字「3」表示的數值是？,30,位值
除數是6，商是24，餘數是2，被除數是多少？,146,除法
爸爸今年39歲，7年後爸爸多少歲？,46,四則應用
14的3倍是多少？,42,倍數
13的4倍是多少？,52,倍數
一個長方形花圃，長16米，寬6米，圍欄長多少米？,44,周長計算
父親今年19歲，兒子今年13歲，多少年前父親的年齡是兒子的2倍？,7,年齡
有128個蘋果，每4個裝一袋，可以裝多少袋？,32,分組
20 × 48 + 71 = ?,1031,混合運算
84 × 23 = ?,1932,乘法
167 + 415 = ?,582,加法
一個長方形花圃，長20米，寬11米，圍欄長多少米？,62,周長計算
貨倉原有飲料1465支，上午賣出579支，下午運來201支，現在共有多少支？,1087,四則應用
一個長方形花圃，長13米，寬10米，圍欄長多少米？,46,周長計算
主食有3種，飲品有4種，各選一種共有多少種搭配？,12,組合
9 × 92 = ?,828,乘法
87 × 63 = ?,5481,乘法
(49 + 65) × 4 = ?,456,混合運算
329 - 25 = ?,304,減法
電影從18:39開始，到19:39結束，放映了多少分鐘？,60,時間長短
112 + 306 - 181 = ?,237,混合運算
4小時55分鐘 = 多少分鐘？,295,單位轉換
鉛筆每枝20元，買9枝，共要付多少元？,180,乘法
691 - 367 = ?,324,減法
幾個人合買一份264元的禮物，每人平均要付多少元？,44,四則應用
17 × 79 = ?,1343,乘法
11小時16分鐘 = 多少分鐘？,676,單位轉換
父親今年22歲，兒子今年15歲，多少年前父親的年齡是兒子的2倍？,8,年齡
把174個蘋果平均分給3個小朋友，每人得幾個？,58,除法
11:16 出發，經過60分鐘後到達，到達時間是？,12:16,時間計算
有57個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,5...7,分組
家中有果83個。媽媽吃了7個後，小文吃了餘下的1/2，現在還剩下多少個果？,38,四則應用
9 × 20 + 142 = ?,322,混合運算
爸爸今年35歲，10年後爸爸多少歲？,45,四則應用
每件74元，買4件，付330元，應找回多少元？,34元,金錢
15 × 32 + 142 = ?,622,混合運算
鉛筆每枝45元，買2枝，共要付多少元？,90,乘法
小明有308元，買文具用去135元，媽媽又給他130元，現在有多少元？,303,四則應用
7 × 95 = ?,665,乘法
15 × 80 = ?,1200,乘法
家中有果79個。媽媽吃了3個後，小文吃了餘下的1/2，現在還剩下多少個果？,38,四則應用
68 × 42 = ?,2856,乘法
29 × 59 = ?,1711,乘法
甲地到乙地300公里，去程用了3小時，回程用了6小時，回程平均速率是多少km/h？,50,速率
貨倉原有飲料1503支，上午賣出1229支，下午運來829支，現在共有多少支？,1103,四則應用
8厘米6毫米 = 多少毫米？,86,單位轉換
292 + 100 - 83 = ?,309,混合運算
家中有果102個。媽媽吃了2個後，小文吃了餘下的3/5，現在還剩下多少個果？,40,四則應用
每件38元，買4件，付228元，應找回多少元？,76元,金錢
一個長方形花圃，長10米，寬12米，圍欄長多少米？,44,周長計算
父親今年32歲，兒子今年14歲，多少年前父親的年齡是兒子的4倍？,8,年齡
李叔叔每天做18個零件，14天可以做多少個零件？,252,四則應用
11:14 出發，經過30分鐘後到達，到達時間是？,11:44,時間計算
有82個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,16...2,分組
一個長方形花圃，長6米，寬14米，圍欄長多少米？,40,周長計算
把33個蘋果平均分給7個小朋友，每人得幾個？餘幾個？,4...5,除法
101 + 48 = ?,149,加法
一個電器首期付147元，之後每期付57元，共10期，總售價多少元？,717元,金錢
6升386毫升 = 多少毫升？,6386,單位轉換
6公里451米 = 多少米？,6451,單位轉換
365 + 330 - 191 = ?,504,混合運算
父親今年17歲，兒子今年10歲，多少年前父親的年齡是兒子的2倍？,3,年齡
把28個蘋果平均分給7個小朋友，每人得幾個？,4,除法
有142個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,23...4,分組
9厘米5毫米 = 多少毫米？,95,單位轉換
電影從10:19開始，到10:49結束，放映了多少分鐘？,30,時間長短
23:03 出發，經過75分鐘後到達，到達時間是？,00:18,時間計算
貨倉原有飲料1495支，上午賣出579支，下午運來936支，現在共有多少支？,1852,四則應用
331 + 340 = ?,671,加法
爸爸今年45歲，5年後爸爸多少歲？,50,四則應用
40 × 39 + 36 = ?,1596,混合運算
鉛筆每枝3元，買3枝，共要付多少元？,9,乘法
有74個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,14...4,分組
主食有3種，飲品有4種，各選一種共有多少種搭配？,12,組合
每個盒子可放5件蛋糕，現有29件，最少要用多少個盒子？,6,除法
鉛筆每枝28元，買5枝，共要付多少元？,140,乘法
27的9倍是多少？,243,倍數
748 - 712 = ?,36,減法
18和7的最小公倍數是多少？,126,數論
74 × 70 = ?,5180,乘法
除數是2，商是17，餘數是1，被除數是多少？,35,除法
387 + 38 = ?,425,加法
父親今年30歲，兒子今年10歲，多少年前父親的年齡是兒子的5倍？,5,年齡
每件61元，買2件，付150元，應找回多少元？,28元,金錢
有48個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,9...3,分組
一個長方形花圃，長11米，寬10米，圍欄長多少米？,42,周長計算
除數是7，商是24，餘數是4，被除數是多少？,172,除法
172 + 405 = ?,577,加法
20的10倍是多少？,200,倍數
貼紙每張22元，小美有69元，最多可買幾張？還剩幾元？,3...3,除法
每個盒子可放12件蛋糕，現有64件，最少要用多少個盒子？,6,除法
父親今年25歲，兒子今年17歲，多少年前父親的年齡是兒子的2倍？,9,年齡
除數是10，商是6，餘數是2，被除數是多少？,62,除法
一個長方形花圃，長5米，寬15米，圍欄長多少米？,40,周長計算
92 × 50 = ?,4600,乘法
有47個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,7...5,分組
22的4倍是多少？,88,倍數
有92個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,9...2,分組
在 71113 中，數字「7」表示的數值是？,70000,位值
22:21 出發，經過30分鐘後到達，到達時間是？,22:51,時間計算
鉛筆每枝20元，買12枝，共要付多少元？,240,乘法
電影從15:51開始，到16:51結束，放映了多少分鐘？,60,時間長短
鉛筆每枝7元，買9枝，共要付多少元？,63,乘法
每個盒子可放7件蛋糕，現有34件，最少要用多少個盒子？,5,除法
28的6倍是多少？,168,倍數
鉛筆每枝42元，買3枝，共要付多少元？,126,乘法
電影從02:48開始，到04:18結束，放映了多少分鐘？,90,時間長短
一個電器首期付153元，之後每期付50元，共8期，總售價多少元？,553元,金錢
100 + 172 = ?,272,加法
160 + 237 = ?,397,加法
鉛筆每枝47元，買3枝，共要付多少元？,141,乘法
一個長方形花圃，長10米，寬7米，圍欄長多少米？,34,周長計算
幾個人合買一份734元的禮物，每人平均要付多少元？還剩多少元？,146...4,四則應用
父親今年28歲，兒子今年18歲，多少年前父親的年齡是兒子的2倍？,8,年齡
主食有4種，飲品有2種，各選一種共有多少種搭配？,8,組合
家中有果78個。媽媽吃了6個後，小文吃了餘下的2/6，現在還剩下多少個果？,48,四則應用
303 + 386 - 272 = ?,417,混合運算
鉛筆每枝8元，買7枝，共要付多少元？,56,乘法
一個長方形花圃，長19米，寬8米，圍欄長多少米？,54,周長計算
父親今年23歲，兒子今年7歲，多少年前父親的年齡是兒子的5倍？,3,年齡
417 - 155 = ?,262,減法
每件17元，買5件，付112元，應找回多少元？,27元,金錢
04:40 出發，經過20分鐘後到達，到達時間是？,05:00,時間計算
17:43 出發，經過30分鐘後到達，到達時間是？,18:13,時間計算
每個盒子可放8件蛋糕，現有78件，最少要用多少個盒子？,10,除法
小明有667元，買文具用去553元，媽媽又給他175元，現在有多少元？,289,四則應用
14:32 出發，經過90分鐘後到達，到達時間是？,16:02,時間計算
22 × 35 + 382 = ?,1152,混合運算
李叔叔每天做11個零件，12天可以做多少個零件？,132,四則應用
10小時31分鐘 = 多少分鐘？,631,單位轉換
一個長方形花圃，長5米，寬6米，圍欄長多少米？,22,周長計算
214 + 448 - 431 = ?,231,混合運算
每件38元，買6件，付302元，應找回多少元？,74元,金錢
81 × 35 = ?,2835,乘法
一個長方形有多少組平行線？,2,幾何
212 - 52 = ?,160,減法
家中有果60個。媽媽吃了6個後，小文吃了餘下的1/2，現在還剩下多少個果？,27,四則應用
把196個蘋果平均分給2個小朋友，每人得幾個？,98,除法
14小時6分鐘 = 多少分鐘？,846,單位轉換
貼紙每張50元，小美有13元，最多可買幾張？還剩幾元？,0...13,除法
主食有5種，飲品有5種，各選一種共有多少種搭配？,25,組合
爸爸今年41歲，8年後爸爸多少歲？,49,四則應用
有59個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,14...3,分組
一個長方形有多少組平行線？,2,幾何
一個電器首期付225元，之後每期付56元，共8期，總售價多少元？,673元,金錢
貨倉原有飲料712支，上午賣出326支，下午運來608支，現在共有多少支？,994,四則應用
一個梯形有多少組平行線？,1,幾何
591 - 269 = ?,322,減法
甲地到乙地180公里，去程用了6小時，回程用了3小時，回程平均速率是多少km/h？,60,速率
李叔叔每天做42個零件，9天可以做多少個零件？,378,四則應用
73 - 24 = ?,49,減法
48 × 18 + 476 = ?,1340,混合運算
(59 + 89) × 7 = ?,1036,混合運算
主食有5種，飲品有4種，各選一種共有多少種搭配？,20,組合
李叔叔每天做10個零件，4天可以做多少個零件？,40,四則應用
9公里422米 = 多少米？,9422,單位轉換
7升852毫升 = 多少毫升？,7852,單位轉換
鉛筆每枝16元，買11枝，共要付多少元？,176,乘法
32 × 17 + 25 = ?,569,混合運算
鉛筆每枝19元，買3枝，共要付多少元？,57,乘法
主食有2種，飲品有4種，各選一種共有多少種搭配？,8,組合
除數是3，商是27，餘數是2，被除數是多少？,83,除法
在 50357 中，數字「0」表示的數值是？,0,位值
1升450毫升 = 多少毫升？,1450,單位轉換
00:59 出發，經過120分鐘後到達，到達時間是？,02:59,時間計算
9公斤231克 = 多少克？,9231,單位轉換
22 + 461 = ?,483,加法
15:39 出發，經過15分鐘後到達，到達時間是？,15:54,時間計算
把147個蘋果平均分給4個小朋友，每人得幾個？餘幾個？,36...3,除法
108 + 405 = ?,513,加法
主食有4種，飲品有3種，各選一種共有多少種搭配？,12,組合
41 × 16 = ?,656,乘法
6升655毫升 = 多少毫升？,6655,單位轉換
鉛筆每枝30元，買9枝，共要付多少元？,270,乘法
電影從19:09開始，到20:39結束，放映了多少分鐘？,90,時間長短
父親今年55歲，兒子今年19歲，多少年前父親的年齡是兒子的5倍？,10,年齡
李叔叔每天做33個零件，7天可以做多少個零件？,231,四則應用
238 + 289 = ?,527,加法
8米12厘米 = 多少厘米？,812,單位轉換
399 + 175 - 560 = ?,14,混合運算
476 + 246 = ?,722,加法
18:28 出發，經過120分鐘後到達，到達時間是？,20:28,時間計算
把105個蘋果平均分給3個小朋友，每人得幾個？,35,除法
每件209元，買6件共需付多少元？,1254元,金錢
主食有5種，飲品有5種，各選一種共有多少種搭配？,25,組合
主食有5種，飲品有3種，各選一種共有多少種搭配？,15,組合
貼紙每張42元，小美有20元，最多可買幾張？還剩幾元？,0...20,除法
21:17 出發，經過90分鐘後到達，到達時間是？,22:47,時間計算
497 + 206 - 298 = ?,405,混合運算
主食有3種，飲品有3種，各選一種共有多少種搭配？,9,組合
(22 + 50) × 3 = ?,216,混合運算
73 × 63 = ?,4599,乘法
358 + 148 = ?,506,加法
電影從18:57開始，到19:12結束，放映了多少分鐘？,15,時間長短
貨倉原有飲料1523支，上午賣出1112支，下午運來672支，現在共有多少支？,1083,四則應用
主食有5種，飲品有3種，各選一種共有多少種搭配？,15,組合
一個長方形花圃，長18米，寬3米，圍欄長多少米？,42,周長計算
在 4105 中，數字「1」表示的數值是？,100,位值
鉛筆每枝32元，買5枝，共要付多少元？,160,乘法
每件69元，買4件，付309元，應找回多少元？,33元,金錢
有106個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,11...7,分組
在○裡填上 >、< 或 =：4/6 ? 5/6,<,分數比較
29 × 42 + 385 = ?,1603,混合運算
77 × 95 = ?,7315,乘法
09:29 出發，經過30分鐘後到達，到達時間是？,09:59,時間計算
1公斤240克 = 多少克？,1240,單位轉換
除數是2，商是15，餘數是1，被除數是多少？,31,除法
14:11 出發，經過60分鐘後到達，到達時間是？,15:11,時間計算
每件65元，買3件，付261元，應找回多少元？,66元,金錢
幾個人合買一份203元的禮物，每人平均要付多少元？還剩多少元？,50...3,四則應用
主食有4種，飲品有4種，各選一種共有多少種搭配？,16,組合
主食有4種，飲品有4種，各選一種共有多少種搭配？,16,組合
10厘米3毫米 = 多少毫米？,103,單位轉換
21:09 出發，經過20分鐘後到達，到達時間是？,21:29,時間計算
有46個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,7...4,分組
718 - 341 = ?,377,減法
在○裡填上 >、< 或 =：2/3 ? 1/3,>,分數比較
在 29890 中，數字「0」表示的數值是？,0,位值
5公里868米 = 多少米？,5868,單位轉換
有116個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,14...4,分組
67 × 79 = ?,5293,乘法
主食有5種，飲品有5種，各選一種共有多少種搭配？,25,組合
一個長方形花圃，長9米，寬10米，圍欄長多少米？,38,周長計算
每個盒子可放4件蛋糕，現有29件，最少要用多少個盒子？,8,除法
父親今年27歲，兒子今年12歲，多少年前父親的年齡是兒子的4倍？,7,年齡
一個長方形花圃，長12米，寬11米，圍欄長多少米？,46,周長計算
主食有2種，飲品有5種，各選一種共有多少種搭配？,10,組合
一個電器首期付180元，之後每期付71元，共7期，總售價多少元？,677元,金錢
貨倉原有飲料510支，上午賣出341支，下午運來385支，現在共有多少支？,554,四則應用
172 + 104 = ?,276,加法
342 + 465 - 525 = ?,282,混合運算
一個長方形花圃，長9米，寬13米，圍欄長多少米？,44,周長計算
9的8倍是多少？,72,倍數
一個長方形有多少組平行線？,2,幾何
把86個蘋果平均分給9個小朋友，每人得幾個？餘幾個？,9...5,除法
甲地到乙地180公里，去程用了5小時，回程用了9小時，回程平均速率是多少km/h？,20,速率
有146個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,16...2,分組
19:01 出發，經過30分鐘後到達，到達時間是？,19:31,時間計算
有146個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,24...2,分組
10:40 出發，經過90分鐘後到達，到達時間是？,12:10,時間計算
17和15的最小公倍數是多少？,255,數論
父親今年18歲，兒子今年14歲，多少年前父親的年齡是兒子的2倍？,10,年齡
主食有5種，飲品有4種，各選一種共有多少種搭配？,20,組合
李叔叔每天做19個零件，15天可以做多少個零件？,285,四則應用
家中有果60個。媽媽吃了6個後，小文吃了餘下的1/6，現在還剩下多少個果？,45,四則應用
1升533毫升 = 多少毫升？,1533,單位轉換
電影從06:11開始，到06:41結束，放映了多少分鐘？,30,時間長短
把49個蘋果平均分給4個小朋友，每人得幾個？餘幾個？,12...1,除法
除數是5，商是26，餘數是3，被除數是多少？,133,除法
除數是2，商是9，餘數是1，被除數是多少？,19,除法
鉛筆每枝3元，買9枝，共要付多少元？,27,乘法
每件100元，買6件，付647元，應找回多少元？,47元,金錢
除數是5，商是12，餘數是1，被除數是多少？,61,除法
一個長方形有多少組平行線？,2,幾何
每件266元，買2件共需付多少元？,532元,金錢
有43個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,4...7,分組
每件210元，買1件共需付多少元？,210元,金錢
除數是10，商是22，餘數是8，被除數是多少？,228,除法
每件38元，買3件，付145元，應找回多少元？,31元,金錢
爸爸今年34歲，5年後爸爸多少歲？,39,四則應用
一個長方形花圃，長14米，寬12米，圍欄長多少米？,52,周長計算
一個長方形花圃，長7米，寬15米，圍欄長多少米？,44,周長計算
95 × 38 = ?,3610,乘法
(73 + 98) × 9 = ?,1539,混合運算
在 26708 中，數字「8」表示的數值是？,8,位值
有23個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,2...7,分組
有148個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,16...4,分組
1小時59分鐘 = 多少分鐘？,119,單位轉換
一個正方形有多少組平行線？,2,幾何
6米89厘米 = 多少厘米？,689,單位轉換
一個長方形花圃，長18米，寬6米，圍欄長多少米？,48,周長計算
父親今年41歲，兒子今年13歲，多少年前父親的年齡是兒子的5倍？,6,年齡
在 62672 中，數字「6」表示的數值是？,60000,位值
把94個蘋果平均分給5個小朋友，每人得幾個？餘幾個？,18...4,除法
3的3倍是多少？,9,倍數
287 - 116 = ?,171,減法
李叔叔每天做38個零件，6天可以做多少個零件？,228,四則應用
李叔叔每天做43個零件，3天可以做多少個零件？,129,四則應用
電影從18:54開始，到20:24結束，放映了多少分鐘？,90,時間長短
29的9倍是多少？,261,倍數
一個長方形花圃，長19米，寬13米，圍欄長多少米？,64,周長計算
電影從16:10開始，到18:40結束，放映了多少分鐘？,150,時間長短
除數是10，商是28，餘數是3，被除數是多少？,283,除法
除數是4，商是14，餘數是1，被除數是多少？,57,除法
19:34 出發，經過30分鐘後到達，到達時間是？,20:04,時間計算
6和3的最小公倍數是多少？,6,數論
在○裡填上 >、< 或 =：4/6 ? 1/6,>,分數比較
8公斤858克 = 多少克？,8858,單位轉換
甲地到乙地300公里，去程用了2小時，回程用了5小時，回程平均速率是多少km/h？,60,速率
主食有5種，飲品有4種，各選一種共有多少種搭配？,20,組合
每件文具110元，小華買了4件，付了487元，應找回多少元？,47,四則應用
貼紙每張27元，小美有62元，最多可買幾張？還剩幾元？,2...8,除法
一個長方形花圃，長17米，寬8米，圍欄長多少米？,50,周長計算
203 + 468 - 288 = ?,383,混合運算
10小時52分鐘 = 多少分鐘？,652,單位轉換
幾個人合買一份281元的禮物，每人平均要付多少元？還剩多少元？,93...2,四則應用
448 + 415 - 442 = ?,421,混合運算
鉛筆每枝10元，買10枝，共要付多少元？,100,乘法
父親今年37歲，兒子今年13歲，多少年前父親的年齡是兒子的5倍？,7,年齡
128 + 428 - 291 = ?,265,混合運算
每件23元，買6件，付182元，應找回多少元？,44元,金錢
在 60208 中，數字「6」表示的數值是？,60000,位值
有132個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,18...6,分組
家中有果54個。媽媽吃了8個後，小文吃了餘下的1/2，現在還剩下多少個果？,23,四則應用
一個長方形花圃，長20米，寬14米，圍欄長多少米？,68,周長計算
一個長方形花圃，長18米，寬6米，圍欄長多少米？,48,周長計算
電影從11:32開始，到11:47結束，放映了多少分鐘？,15,時間長短
39的8倍是多少？,312,倍數
貼紙每張38元，小美有23元，最多可買幾張？還剩幾元？,0...23,除法
有96個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,9...6,分組
226 + 160 - 50 = ?,336,混合運算
(87 + 12) × 7 = ?,693,混合運算
貼紙每張9元，小美有100元，最多可買幾張？還剩幾元？,11...1,除法
76 × 40 = ?,3040,乘法
200 + 500 - 453 = ?,247,混合運算
40 × 37 + 376 = ?,1856,混合運算
幾個人合買一份218元的禮物，每人平均要付多少元？還剩多少元？,54...2,四則應用
電影從19:27開始，到21:27結束，放映了多少分鐘？,120,時間長短
408 + 219 - 474 = ?,153,混合運算
貼紙每張49元，小美有37元，最多可買幾張？還剩幾元？,0...37,除法
主食有3種，飲品有5種，各選一種共有多少種搭配？,15,組合
電影從08:21開始，到10:36結束，放映了多少分鐘？,135,時間長短
一個長方形花圃，長17米，寬13米，圍欄長多少米？,60,周長計算
08:53 出發，經過20分鐘後到達，到達時間是？,09:13,時間計算
每件236元，買5件共需付多少元？,1180元,金錢
一個長方形花圃，長6米，寬7米，圍欄長多少米？,26,周長計算
59 × 61 = ?,3599,乘法
貨倉原有飲料619支，上午賣出407支，下午運來545支，現在共有多少支？,757,四則應用
07:02 出發，經過75分鐘後到達，到達時間是？,08:17,時間計算
一個長方形花圃，長14米，寬11米，圍欄長多少米？,50,周長計算
一個長方形花圃，長19米，寬14米，圍欄長多少米？,66,周長計算
小明有448元，買文具用去81元，媽媽又給他254元，現在有多少元？,621,四則應用
109 + 203 = ?,312,加法
每個盒子可放12件蛋糕，現有78件，最少要用多少個盒子？,7,除法
17:03 出發，經過45分鐘後到達，到達時間是？,17:48,時間計算
226 + 450 = ?,676,加法
6升331毫升 = 多少毫升？,6331,單位轉換
主食有4種，飲品有2種，各選一種共有多少種搭配？,8,組合
23的10倍是多少？,230,倍數
373 + 278 - 432 = ?,219,混合運算
19:47 出發，經過75分鐘後到達，到達時間是？,21:02,時間計算
有77個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,19...1,分組
有134個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,44...2,分組
一個長方形花圃，長8米，寬9米，圍欄長多少米？,34,周長計算
主食有5種，飲品有3種，各選一種共有多少種搭配？,15,組合
貼紙每張12元，小美有74元，最多可買幾張？還剩幾元？,6...2,除法
貨倉原有飲料1515支，上午賣出1215支，下午運來791支，現在共有多少支？,1091,四則應用
43 × 16 + 494 = ?,1182,混合運算
貼紙每張27元，小美有29元，最多可買幾張？還剩幾元？,1...2,除法
234 + 176 - 266 = ?,144,混合運算
貼紙每張24元，小美有81元，最多可買幾張？還剩幾元？,3...9,除法
一個梯形有多少組平行線？,1,幾何
12:23 出發，經過90分鐘後到達，到達時間是？,13:53,時間計算
在 81077 中，數字「0」表示的數值是？,0,位值
每件文具29元，小華買了5件，付了192元，應找回多少元？,47,四則應用
貼紙每張15元，小美有65元，最多可買幾張？還剩幾元？,4...5,除法
96 × 29 = ?,2784,乘法
有106個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,10...6,分組
一個長方形花圃，長17米，寬15米，圍欄長多少米？,64,周長計算
